CASE;QUESTNNR;MODE;SD01;SD02;SD03_01;SD06;SD07;SD08;SD09;CM01;CM02;CM03;CM04;CM05;CM06;CM07;CM08;CM09;CM10;CM11;CM12;CM13;CM14;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME_SUM;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME;type
1048;TCM-Survey;interview;2;1;51;5;1;6;1;1;2;1;1;1;7;1;1;1;1;2;3;1;1;42;19;47;66;38;34;95;341;1;0;7;7;0;0;0,59;0;2
1049;TCM-Survey;interview;1;2;51;3;1;5;2;1;2;1;2;1;2;1;1;2;1;1;1;2;1;20;20;56;43;19;26;72;256;1;0;7;7;0;0;0,82;1;2
1050;TCM-Survey;interview;1;2;55;4;2;5;2;1;1;1;2;1;4;1;1;2;1;1;1;1;1;14;12;47;47;19;27;49;215;1;0;7;7;0;0;0,96;2;2
1053;TCM-Survey;interview;1;1;28;6;1;6;1;1;1;2;3;1;4;2;1;1;2;2;1;1;2;16;8;76;45;32;23;104;304;1;0;7;7;0;0;0,85;3;2
1055;TCM-Survey;interview;1;1;33;7;1;4;2;1;2;1;3;2;2;1;1;1;1;1;4;2;1;13;6;44;50;32;24;39;208;1;0;7;7;0;0;1,08;8;2
1056;TCM-Survey;interview;5;1;41;7;1;6;1;1;1;4;1;1;4;4;4;1;2;2;5;1;3;47;8;37;48;22;27;38;227;1;0;7;7;0;0;0,95;3;2
1057;TCM-Survey;interview;-9;-9;27;5;1;6;1;1;2;1;3;3;4;1;1;1;2;3;4;2;1;41;32;65;76;38;36;147;435;1;0;7;7;8;8;0,49;0;2
1058;TCM-Survey;interview;1;1;47;3;1;5;1;1;1;1;4;1;4;1;1;2;2;1;3;1;1;28;14;66;57;20;34;43;262;1;0;7;7;4;3;0,79;0;2
1059;TCM-Survey;interview;1;2;71;7;3;12;1;1;2;1;5;5;4;1;1;2;2;1;1;2;1;17;11;67;38;16;28;39;216;1;0;7;7;0;0;1;5;2
1060;TCM-Survey;interview;2;1;35;6;1;7;2;1;1;1;3;2;4;1;1;2;2;1;1;1;1;19;15;33;48;18;32;25;190;1;0;7;7;0;0;1,05;8;2
1062;TCM-Survey;interview;5;1;31;3;1;11;2;1;1;4;2;2;6;5;7;1;1;2;4;1;4;14;12;47;64;36;63;62;298;1;0;7;7;4;3;0,74;1;2
1064;TCM-Survey;interview;1;1;35;3;4;1;1;1;1;5;1;2;7;7;5;2;1;1;2;1;3;33;11;26;46;35;36;82;269;1;0;7;7;0;0;0,81;3;2
1066;TCM-Survey;interview;1;1;54;7;1;12;1;1;1;5;1;1;6;5;5;1;1;4;5;1;5;10;12;31;35;16;28;46;178;1;0;7;7;0;0;1,16;10;2
1068;TCM-Survey;interview;5;2;45;8;1;12;1;1;2;1;5;5;2;1;1;2;2;1;1;2;1;16;10;33;46;17;31;36;189;1;0;7;7;0;0;1,06;4;2
1071;TCM-Survey;interview;3;1;50;7;3;5;1;1;1;2;3;1;2;2;2;2;2;1;1;1;2;21;12;46;48;28;39;44;238;1;0;7;7;4;3;0,83;0;2
1073;TCM-Survey;interview;1;1;47;5;1;6;1;1;1;2;2;1;4;4;4;2;2;1;1;1;2;35;15;46;54;29;29;55;263;1;0;7;7;4;4;0,74;0;2
1074;TCM-Survey;interview;1;2;71;8;3;9;2;1;2;1;5;5;7;1;1;2;2;1;1;2;1;8;10;32;40;17;46;112;265;1;0;7;7;0;0;1,07;11;2
1078;TCM-Survey;interview;1;1;55;5;1;12;2;1;1;4;1;1;2;5;2;1;1;5;5;1;4;29;13;50;145;36;41;89;403;1;0;7;7;4;4;0,58;0;2
1079;TCM-Survey;interview;2;1;39;7;1;7;1;1;1;2;2;1;4;2;2;2;2;1;2;2;1;23;8;65;34;18;18;39;205;1;0;7;7;0;0;1,09;10;2
1083;TCM-Survey;interview;1;1;20;4;1;5;1;1;2;1;3;2;6;1;1;1;1;1;2;2;1;14;8;34;43;17;17;27;160;1;0;7;7;4;3;1,28;14;2
1084;TCM-Survey;interview;5;1;42;4;1;5;1;1;1;5;1;1;3;4;5;1;2;4;5;1;2;13;9;30;48;16;31;32;179;1;0;7;7;0;0;1,15;9;2
1087;TCM-Survey;interview;1;1;31;5;1;7;2;1;2;1;3;1;7;2;2;1;1;2;5;1;2;8;9;40;49;19;22;37;184;1;0;7;7;0;0;1,21;11;2
1088;TCM-Survey;interview;1;2;26;7;1;6;1;1;1;3;2;1;6;4;4;1;2;1;2;2;1;20;6;26;46;13;15;42;168;1;0;7;7;0;0;1,32;17;2
1089;TCM-Survey;interview;1;2;56;4;1;11;2;1;1;5;1;1;7;7;4;2;2;3;2;1;5;13;14;34;54;24;27;24;190;1;0;7;7;4;3;1,08;9;2
1090;TCM-Survey;interview;3;1;66;5;3;12;2;1;1;3;1;4;1;3;6;1;2;2;2;1;4;13;12;34;46;25;26;50;206;1;0;7;7;4;3;0,98;3;2
1093;TCM-Survey;interview;1;1;58;4;1;12;1;1;2;1;2;1;7;1;1;1;1;1;1;1;2;10;9;24;38;12;22;26;141;1;0;7;7;4;3;1,44;22;2
1094;TCM-Survey;interview;2;1;56;4;1;7;2;1;1;5;1;1;5;5;4;1;1;1;1;1;2;21;10;61;106;32;42;54;326;1;0;7;7;0;0;0,7;0;2
1097;TCM-Survey;interview;1;1;23;6;1;6;1;1;1;3;2;1;3;2;2;2;2;1;3;1;1;6;6;33;50;23;29;52;199;1;0;7;7;0;0;1,29;17;2
1099;TCM-Survey;interview;1;1;45;3;1;4;2;1;1;2;1;1;6;3;4;1;2;1;1;1;1;24;8;34;54;16;18;32;186;1;0;7;7;0;0;1,14;10;2
1100;TCM-Survey;interview;1;1;72;3;3;6;1;1;2;1;3;1;1;1;1;1;2;1;1;1;1;19;13;44;43;24;27;69;239;1;0;7;7;4;4;0,86;1;2
1102;TCM-Survey;interview;5;3;52;7;1;7;1;1;2;1;5;5;7;1;1;2;2;1;1;2;1;14;8;27;34;15;23;45;166;1;0;7;7;0;0;1,23;11;2
1105;TCM-Survey;interview;1;1;38;6;1;5;2;1;1;4;1;5;2;1;1;1;2;3;4;1;4;51;13;99;103;39;22;62;389;1;0;7;7;0;0;0,62;1;2
1106;TCM-Survey;interview;1;1;49;3;1;12;1;1;1;2;1;1;8;2;2;1;1;1;1;1;2;28;14;34;58;41;41;43;259;1;0;7;7;0;0;0,77;1;2
1107;TCM-Survey;interview;2;2;59;4;1;8;2;1;1;2;2;1;2;2;2;1;2;1;1;1;1;31;12;73;59;40;53;60;328;1;0;7;7;0;0;0,63;0;2
1108;TCM-Survey;interview;1;2;40;4;1;11;1;1;1;2;5;5;7;3;2;2;2;1;1;1;2;6;5;34;51;23;23;74;216;1;0;7;7;0;0;1,32;20;2
1109;TCM-Survey;interview;2;1;56;6;1;9;1;1;1;2;4;1;4;3;2;2;2;1;2;1;1;16;10;37;62;23;27;36;211;1;0;7;7;4;3;0,98;2;2
1110;TCM-Survey;interview;1;1;57;7;1;12;1;1;2;1;3;1;4;1;1;1;2;3;5;2;1;17;17;78;79;38;33;56;318;1;0;7;7;0;0;0,67;0;2
1111;TCM-Survey;interview;1;1;27;3;1;12;2;1;2;1;4;2;2;1;1;2;2;1;2;2;1;25;8;31;29;13;30;33;169;1;0;7;7;0;0;1,22;15;2
1112;TCM-Survey;interview;2;1;35;5;1;4;1;1;1;2;5;2;7;3;2;1;1;1;1;2;1;8;8;38;36;15;18;19;142;1;0;7;7;0;0;1,53;27;2
1113;TCM-Survey;interview;2;1;53;7;1;6;2;1;2;1;4;4;7;1;1;2;2;1;1;1;1;16;10;43;31;24;21;98;243;1;0;7;7;0;0;0,99;6;2
1114;TCM-Survey;interview;5;1;46;3;1;12;2;1;1;3;1;1;6;5;3;2;2;1;2;1;2;12;9;27;61;18;25;27;179;1;0;7;7;4;3;1,2;11;2
1115;TCM-Survey;interview;1;1;61;5;3;12;2;1;1;3;1;1;3;7;6;1;1;1;1;1;5;26;18;51;74;31;36;54;290;1;0;7;7;0;0;0,68;0;2
1119;TCM-Survey;interview;2;1;65;5;3;5;2;1;1;1;2;1;5;1;1;1;1;1;1;1;1;26;19;45;59;30;69;150;398;1;0;7;7;0;0;0,59;0;2
1120;TCM-Survey;interview;1;1;52;7;1;7;2;1;1;4;2;2;8;9;2;-9;1;3;3;1;1;21;12;40;50;24;36;44;227;1;0;7;7;4;4;0,86;0;2
1121;TCM-Survey;interview;1;1;35;5;1;6;2;1;1;4;1;1;5;4;4;1;1;3;3;1;2;16;10;30;55;27;33;49;220;1;0;7;7;0;0;0,93;1;2
1122;TCM-Survey;interview;1;1;44;7;1;7;1;1;1;2;1;1;4;3;3;1;2;1;1;2;1;12;9;31;69;17;19;36;193;1;0;7;7;0;0;1,16;10;2
1123;TCM-Survey;interview;1;1;49;7;1;7;1;1;1;3;1;1;5;4;5;1;1;1;3;1;2;15;8;68;108;22;34;41;296;1;0;7;7;0;0;0,87;3;2
1124;TCM-Survey;interview;1;2;70;7;1;11;2;1;1;2;3;1;6;6;6;1;1;3;5;1;2;21;14;48;58;45;32;60;278;1;0;7;7;0;0;0,72;0;2
1126;TCM-Survey;interview;1;1;30;5;1;7;2;1;1;4;1;1;7;3;3;1;1;3;5;1;4;8;12;37;66;28;25;65;241;1;0;7;7;0;0;1;7;2
1129;TCM-Survey;interview;5;1;1994;3;1;7;1;1;1;4;1;1;7;5;5;1;1;4;5;1;4;274;8;25;54;15;28;45;191;1;0;7;7;0;0;0,99;7;2
1130;TCM-Survey;interview;1;1;51;3;1;5;2;-9;1;3;2;1;1;4;3;2;2;1;1;1;4;18;15;35;50;19;27;40;204;1;0;7;7;4;4;0,96;2;2
1131;TCM-Survey;interview;1;1;29;3;1;5;1;1;1;3;1;2;5;6;4;1;1;3;2;1;2;8;13;33;59;15;20;41;189;1;0;7;7;0;0;1,2;13;2
1132;TCM-Survey;interview;5;2;56;3;1;7;2;1;1;2;2;1;8;9;8;1;2;3;4;1;1;10;6;17;29;17;24;19;122;1;0;7;7;0;0;1,67;34;2
1134;TCM-Survey;interview;5;1;48;5;1;7;1;1;1;2;1;1;3;4;7;1;1;3;4;1;2;43;9;37;58;13;26;33;219;1;0;7;7;0;0;1,03;7;2
1136;TCM-Survey;interview;2;1;50;4;1;3;1;1;1;4;1;1;3;2;2;1;2;3;4;1;1;16;13;50;103;51;26;71;330;1;0;7;7;0;0;0,71;0;2
1137;TCM-Survey;interview;2;1;46;5;1;12;2;1;1;5;1;3;7;7;6;1;1;3;3;1;5;17;5;28;46;29;19;48;192;1;0;7;7;0;0;1,18;12;2
1138;TCM-Survey;interview;1;1;26;6;1;7;1;1;1;4;3;1;7;7;4;1;2;1;1;1;4;4;4;27;41;13;17;26;132;1;0;7;7;0;0;1,83;49;2
1143;TCM-Survey;interview;1;1;73;2;3;7;1;1;1;2;1;1;3;4;5;1;1;3;2;1;1;15;10;34;36;17;29;78;219;1;0;7;7;0;0;1,02;5;2
1144;TCM-Survey;interview;5;1;52;7;1;6;1;1;1;2;3;2;6;2;2;1;1;1;3;1;2;18;9;31;57;29;29;56;229;1;0;7;7;0;0;0,91;2;2
1145;TCM-Survey;interview;1;1;58;3;1;12;2;1;1;2;1;1;2;2;2;1;-9;1;2;1;1;51;13;42;68;24;31;45;274;1;0;7;7;4;4;0,76;0;2
1146;TCM-Survey;interview;1;2;25;4;6;4;2;1;2;1;3;3;2;1;1;2;2;1;3;2;1;18;9;93;79;14;30;33;276;1;0;7;7;0;0;0,95;7;2
1148;TCM-Survey;interview;2;1;42;4;1;6;2;1;1;2;1;1;2;3;3;1;2;3;3;1;2;21;10;35;95;40;40;40;281;1;0;7;7;0;0;0,8;1;2
1150;TCM-Survey;interview;3;1;54;7;1;7;1;1;1;4;1;1;7;5;4;1;2;1;1;1;1;20;11;44;102;22;38;62;299;1;0;7;7;0;0;0,76;0;2
1152;TCM-Survey;interview;2;2;30;6;6;1;2;1;2;1;5;5;2;1;1;2;2;1;1;2;1;10;7;26;30;13;24;66;176;1;0;7;7;0;0;1,33;19;2
1155;TCM-Survey;interview;1;1;35;7;1;3;2;1;1;5;1;1;7;7;6;1;1;3;4;1;5;27;11;19;31;14;22;48;172;1;0;7;7;0;0;1,21;15;2
1157;TCM-Survey;interview;-9;1;55;7;1;12;1;1;1;4;1;1;3;5;7;1;1;3;3;1;5;4;6;115;68;23;16;59;291;1;0;7;7;12;11;1,27;30;2
1158;TCM-Survey;interview;1;1;61;5;3;4;1;1;1;2;2;1;7;5;3;1;2;1;2;1;2;22;16;48;66;24;39;37;252;1;0;7;7;0;0;0,79;2;2
1160;TCM-Survey;interview;3;1;53;2;1;5;1;1;1;2;1;1;6;7;3;1;1;3;3;1;3;30;19;58;88;41;46;75;357;1;0;7;7;0;0;0,55;0;2
1161;TCM-Survey;interview;2;1;27;7;1;6;2;1;2;1;2;1;4;1;1;1;2;1;1;2;1;9;6;19;24;12;15;26;111;1;0;7;7;0;0;1,78;39;2
1162;TCM-Survey;interview;1;1;36;6;1;6;2;1;1;4;1;1;7;4;2;2;2;1;1;1;4;13;10;41;59;20;20;33;196;1;0;7;7;0;0;1,08;6;2
1163;TCM-Survey;interview;2;1;37;3;1;5;1;1;1;2;3;1;2;2;2;1;1;1;1;1;1;33;27;43;51;22;30;89;295;1;0;7;7;0;0;0,7;0;2
1164;TCM-Survey;interview;1;1;56;5;1;12;1;1;1;3;1;1;4;3;3;2;2;1;1;1;5;10;9;461;41;16;27;34;173;1;0;7;7;4;3;1,07;11;2
1165;TCM-Survey;interview;1;1;27;7;1;12;1;1;1;2;1;1;2;3;5;1;2;4;3;2;1;12;5;28;39;19;22;33;158;1;0;7;7;0;0;1,35;18;2
1166;TCM-Survey;interview;1;2;35;5;1;7;1;1;1;2;3;2;3;3;3;1;2;3;3;2;1;5;8;36;48;32;19;50;198;1;0;7;7;0;0;1,3;20;2
1170;TCM-Survey;interview;1;1;43;5;1;12;1;1;1;3;1;1;7;6;3;1;1;3;4;1;2;23;9;23;48;23;23;67;216;1;0;7;7;4;4;1,01;6;2
1173;TCM-Survey;interview;2;2;45;4;1;5;2;1;1;2;7;1;5;4;2;1;2;3;4;1;3;3090;7;27;27;21;16;36;150;1;0;7;7;0;0;1,2;17;2
1174;TCM-Survey;interview;2;2;36;4;1;6;2;1;1;3;4;1;4;5;4;1;1;1;3;1;3;38;15;49;109;35;30;87;363;1;0;7;7;0;0;0,6;0;2
1175;TCM-Survey;interview;3;1;;3;1;5;1;1;1;3;2;1;4;2;7;1;1;3;3;2;1;17;13;75;125;49;24;116;419;1;0;7;7;4;4;0,63;0;2
1177;TCM-Survey;interview;2;1;47;6;1;6;2;1;1;5;1;1;3;7;6;1;1;-9;-9;1;5;9;7;32;65;23;25;41;202;1;0;7;7;8;8;1,15;10;2
1180;TCM-Survey;interview;1;1;40;7;1;7;2;1;1;5;5;1;7;7;4;1;1;1;1;1;3;9;9;27;26;15;17;53;156;1;0;7;7;0;0;1,4;21;2
1181;TCM-Survey;interview;3;2;51;8;1;12;2;1;2;1;5;4;1;1;1;2;2;1;2;2;1;757;5;31;12;13;20;17;114;1;0;7;7;0;0;1,67;48;2
1183;TCM-Survey;interview;2;1;67;5;1;8;1;1;1;2;3;1;5;3;2;1;1;3;2;1;2;8;11;34;44;18;28;50;193;1;0;7;7;4;3;1,14;9;2
1184;TCM-Survey;interview;5;1;58;5;1;5;2;1;1;5;1;1;3;7;5;1;1;5;5;1;5;47;41;139;162;100;128;182;799;1;0;7;7;0;0;0,26;0;2
1185;TCM-Survey;interview;1;1;30;3;1;12;2;1;1;3;1;1;1;5;2;1;1;5;5;1;2;16;13;34;67;20;44;67;261;1;0;7;7;0;0;0,83;0;2
1188;TCM-Survey;interview;1;1;35;3;1;6;1;1;1;2;1;1;6;4;2;1;1;1;3;1;2;3;4;11;18;11;16;64;127;1;0;7;7;4;4;2,19;80;2
1189;TCM-Survey;interview;1;1;42;2;1;6;1;1;1;2;1;1;7;2;2;1;1;5;5;1;1;26;11;57;1299;28;32;146;349;1;0;7;7;0;0;0,57;0;2
1191;TCM-Survey;interview;3;1;50;8;1;11;2;1;2;1;4;3;5;1;1;2;2;1;1;1;2;41;8;38;38;21;23;34;203;1;0;7;7;0;0;1,04;7;2
1193;TCM-Survey;interview;3;1;46;6;1;6;2;1;1;2;7;3;1;2;2;2;2;1;1;1;1;32;8;35;59;15;29;37;215;1;0;7;7;0;0;1,01;6;2
1195;TCM-Survey;interview;3;1;56;5;1;7;1;1;1;3;3;2;6;4;3;1;2;1;1;1;2;26;15;68;132;21;28;159;449;1;0;7;7;0;0;0,62;0;2
1196;TCM-Survey;interview;3;2;49;4;1;8;2;1;1;5;2;1;6;6;3;2;2;2;2;1;4;18;11;39;53;24;44;37;226;1;0;7;7;4;3;0,9;2;2
1202;TCM-Survey;interview;2;1;67;3;3;6;1;1;2;1;3;3;4;1;1;1;2;1;2;2;1;37;17;90;120;34;54;127;479;1;0;7;7;0;0;0,46;0;2
1203;TCM-Survey;interview;5;1;48;4;1;7;1;1;1;2;1;1;7;4;2;1;1;3;2;1;2;30;12;41;67;26;29;34;239;1;0;7;7;0;0;0,85;3;2
1205;TCM-Survey;interview;1;1;48;5;1;9;1;1;2;1;1;1;6;1;1;1;1;1;1;2;1;21;9;29;28;20;20;29;156;1;0;7;7;0;0;1,24;14;2
1207;TCM-Survey;interview;1;1;33;6;1;6;2;1;1;2;1;1;6;3;2;1;1;1;4;2;1;24;8;47;38;24;23;51;215;1;0;7;7;0;0;0,97;4;2
1208;TCM-Survey;interview;5;1;52;5;1;6;2;1;1;2;1;1;4;3;6;1;1;3;4;2;1;10;12;40;97;32;43;86;320;1;0;7;7;0;0;0,8;4;2
1209;TCM-Survey;interview;1;1;;8;1;12;1;1;2;1;5;4;1;1;1;2;2;1;2;2;1;7;11;28;22;14;22;19;123;1;0;7;7;8;8;1,67;34;2
1211;TCM-Survey;interview;5;1;38;8;1;12;1;1;1;2;3;3;5;4;2;1;2;1;1;1;2;4;5;21;27;14;18;43;132;1;0;7;7;0;0;1,77;46;2
1212;TCM-Survey;interview;5;1;60;4;1;6;2;1;1;2;1;1;7;6;4;1;1;1;3;1;2;15;11;36;75;24;48;38;247;1;0;7;7;0;0;0,88;2;2
1213;TCM-Survey;interview;1;1;42;2;1;6;1;1;1;1;1;1;7;1;1;1;1;5;5;1;1;13;7;28;23;14;16;34;135;1;0;7;7;0;0;1,49;24;2
1214;TCM-Survey;interview;2;1;22;4;6;4;2;1;2;1;2;1;2;1;1;1;1;1;1;2;1;6;15;38;46;17;20;51;193;1;0;7;7;0;0;1,24;15;2
1216;TCM-Survey;interview;1;1;;8;1;12;2;1;2;1;4;4;8;1;1;2;2;1;3;2;1;12;7;35;25;16;12;22;129;1;0;7;7;8;8;1,6;30;2
1217;TCM-Survey;interview;2;1;33;7;5;4;2;1;1;2;1;1;2;3;6;1;2;4;5;1;2;8;16;21;43;19;20;43;170;1;0;7;7;0;0;1,26;16;2
1218;TCM-Survey;interview;2;1;35;7;4;4;1;1;1;4;1;1;7;6;5;1;1;1;1;1;4;6;9;27;53;17;31;53;196;1;0;7;7;0;0;1,27;16;2
1219;TCM-Survey;interview;2;1;41;3;4;12;2;1;1;2;5;3;6;2;1;2;2;1;2;1;1;13;7;34;41;20;19;48;182;1;0;7;7;0;0;1,17;9;2
1220;TCM-Survey;interview;2;1;40;7;1;5;1;1;1;3;3;1;5;4;3;2;1;1;1;1;2;6;7;29;54;16;23;38;173;1;0;7;7;4;4;1,4;21;2
1221;TCM-Survey;interview;1;1;76;4;3;6;1;-9;1;4;2;3;2;5;6;1;1;3;4;1;5;22;24;65;91;36;46;65;349;1;0;7;7;8;7;0,58;0;2
1223;TCM-Survey;interview;2;1;31;4;1;8;2;1;1;2;1;1;4;2;2;1;1;3;4;1;1;2;3;30;34;20;21;28;138;1;0;7;7;0;0;1,78;77;2
1224;TCM-Survey;interview;2;1;48;7;1;5;1;1;1;5;1;3;2;6;6;1;1;5;5;1;3;27;12;45;72;27;33;65;281;1;0;7;7;0;0;0,73;0;2
1225;TCM-Survey;interview;5;1;48;5;1;7;1;1;1;2;1;1;3;6;2;1;2;4;5;1;2;17;14;37;72;39;26;34;239;1;0;7;7;0;0;0,88;3;2
1227;TCM-Survey;interview;2;1;36;7;1;12;1;1;1;5;1;1;2;7;6;2;2;1;1;1;5;19;8;33;53;16;19;52;200;1;0;7;7;0;0;1,08;6;2
1229;TCM-Survey;interview;2;2;29;8;1;9;2;1;2;1;5;5;7;1;1;2;2;1;1;1;2;6;11;23;24;14;21;62;161;1;0;7;7;0;0;1,51;28;2
1230;TCM-Survey;interview;1;1;49;3;1;6;2;1;1;1;2;2;3;4;2;1;2;1;1;1;2;20;10;70;49;21;31;50;251;1;0;7;7;0;0;0,86;0;2
1231;TCM-Survey;interview;3;1;55;7;1;10;1;1;1;1;3;3;7;1;1;2;2;1;1;1;2;37;13;79;58;21;45;139;392;1;0;7;7;0;0;0,62;0;2
1232;TCM-Survey;interview;1;1;34;6;1;5;2;1;1;2;4;1;5;4;2;1;2;3;5;1;2;27;20;50;94;37;28;56;312;1;0;7;7;0;0;0,66;0;2
1233;TCM-Survey;interview;2;1;41;3;4;3;1;1;2;1;5;5;3;1;1;2;2;1;1;1;2;35;11;36;29;18;32;27;188;1;0;7;7;0;0;1,09;11;2
1234;TCM-Survey;interview;2;1;60;4;3;4;2;1;2;1;4;5;2;1;1;1;2;1;2;2;1;19;11;38;36;16;25;29;174;1;0;7;7;0;0;1,13;9;2
1235;TCM-Survey;interview;1;1;60;7;1;8;1;1;1;5;1;1;7;3;2;1;1;4;5;1;3;14;18;41;84;46;30;84;317;1;0;7;7;0;0;0,71;1;2
1236;TCM-Survey;interview;1;1;22;4;1;5;1;1;1;5;1;1;1;5;5;1;1;2;3;2;1;7;11;31;42;20;16;33;160;1;0;7;7;0;0;1,35;18;2
1239;TCM-Survey;interview;5;1;48;4;1;8;2;1;1;2;2;1;2;4;5;1;2;1;1;1;2;10;10;25;53;13;23;42;176;1;0;7;7;0;0;1,24;13;2
1240;TCM-Survey;interview;1;2;34;7;1;7;2;1;1;5;4;3;5;5;6;1;2;3;5;1;5;68;7;52;69;23;22;69;310;1;0;7;7;0;0;0,82;4;2
1245;TCM-Survey;interview;3;1;68;3;3;8;1;1;1;3;3;3;7;7;3;1;2;2;3;1;4;18;15;43;62;33;58;51;280;1;0;7;7;4;3;0,73;0;2
1246;TCM-Survey;interview;1;2;54;7;1;11;1;1;2;1;4;3;5;1;1;2;2;1;2;2;1;24;14;54;76;24;40;48;280;1;0;7;7;0;0;0,73;0;2
1247;TCM-Survey;interview;2;1;64;3;3;1;1;1;2;1;1;1;3;1;1;1;1;4;4;2;1;22;18;139;103;65;54;88;489;1;0;7;7;0;0;0,47;0;2
1250;TCM-Survey;interview;5;1;41;8;1;10;2;1;1;4;2;2;5;3;3;2;2;1;1;1;2;26;11;109;83;19;30;79;357;1;0;7;7;0;0;0,7;0;2
1251;TCM-Survey;interview;3;2;52;8;1;11;2;1;2;1;4;2;4;1;1;2;2;1;1;2;1;19;7;34;41;13;36;33;183;1;0;7;7;0;0;1,16;12;2
1254;TCM-Survey;interview;2;1;50;6;1;11;1;1;1;2;1;1;7;4;6;1;1;1;1;1;2;9;4;22;34;13;16;35;133;1;0;7;7;0;0;1,68;34;2
1255;TCM-Survey;interview;5;1;26;4;1;12;2;1;1;2;1;1;7;4;7;1;1;3;3;1;3;21;8;31;60;21;22;83;246;1;0;7;7;0;0;0,95;4;2
1256;TCM-Survey;interview;1;2;38;3;1;12;2;1;1;5;1;1;7;7;4;1;2;3;3;1;5;22;8;68;104;66;40;63;371;1;0;7;7;0;0;0,66;2;2
1257;TCM-Survey;interview;2;1;24;7;6;1;2;1;1;3;2;1;4;3;2;1;2;1;2;1;3;22;7;35;40;27;25;25;181;1;0;7;7;0;0;1,14;11;2
1260;TCM-Survey;interview;1;1;45;1;1;7;1;1;1;4;2;1;8;9;4;1;1;2;2;1;3;65;18;56;78;43;38;104;402;1;0;7;7;0;0;0,52;0;2
1261;TCM-Survey;interview;3;2;63;7;1;9;1;1;2;1;2;1;4;1;1;2;1;1;1;2;1;22;10;38;38;18;33;48;207;1;0;7;7;0;0;0,97;3;2
1262;TCM-Survey;interview;1;1;54;1;4;7;1;1;1;4;2;2;4;7;4;2;2;2;4;1;4;20;10;45;122;28;35;82;342;1;0;7;7;0;0;0,71;0;2
1263;TCM-Survey;interview;1;2;21;4;6;1;2;1;1;2;2;3;2;2;7;2;2;2;4;1;2;26;9;27;38;22;34;57;213;1;0;7;7;0;0;0,97;5;2
1264;TCM-Survey;interview;2;2;21;6;1;6;1;1;2;1;4;3;2;1;1;2;2;1;1;2;1;10;7;27;29;12;20;35;140;1;0;7;7;0;0;1,47;23;2
1265;TCM-Survey;interview;2;1;55;7;1;12;2;1;1;5;1;1;7;5;4;1;1;3;3;1;4;18;13;35;52;29;22;89;258;1;0;7;7;0;0;0,85;1;2
1266;TCM-Survey;interview;5;1;33;7;4;12;2;1;1;2;1;1;1;9;6;1;2;4;4;1;1;14;14;35;59;23;40;32;217;1;0;7;7;0;0;0,95;4;2
1267;TCM-Survey;interview;5;2;26;6;1;7;2;1;1;2;2;1;3;2;5;1;1;5;5;1;2;47;7;40;48;32;31;48;253;1;0;7;7;4;4;0,87;3;2
1268;TCM-Survey;interview;5;1;70;3;3;5;1;1;2;1;3;2;1;1;1;2;2;1;2;2;1;71;27;44;38;25;106;64;375;1;0;7;7;4;3;0,64;2;2
1272;TCM-Survey;interview;2;1;45;7;1;12;1;1;2;1;5;5;2;1;1;2;2;1;1;1;1;13;13;21;18;15;31;32;143;1;0;7;7;0;0;1,43;25;2
1275;TCM-Survey;interview;1;1;41;3;1;6;1;1;1;3;2;1;4;3;2;2;2;1;2;1;3;9;9;45;47;23;20;34;187;1;0;7;7;0;0;1,17;11;2
1276;TCM-Survey;interview;1;2;53;3;1;7;2;1;1;3;2;2;6;5;6;2;2;1;3;1;3;36;20;49;83;35;38;113;374;1;0;7;7;0;0;0,56;0;2
1279;TCM-Survey;interview;1;1;53;3;1;7;1;1;1;5;2;2;7;7;2;1;2;2;3;1;4;31;17;81;112;27;40;93;401;1;0;7;7;0;0;0,55;0;2
1280;TCM-Survey;interview;1;1;70;4;3;12;1;1;1;1;1;1;6;1;1;1;2;1;2;1;1;21;17;49;35;60;30;105;317;1;0;7;7;0;0;0,73;3;2
1282;TCM-Survey;interview;5;2;53;5;1;7;2;1;1;2;1;1;6;3;2;1;1;1;1;1;3;19;6;7585;51;21;27;26;186;1;0;7;7;0;0;1,02;10;2
1285;TCM-Survey;interview;2;1;35;6;1;5;1;1;1;4;3;1;4;6;7;1;2;1;1;1;5;14;7;41;51;21;25;37;196;1;0;7;7;0;0;1,09;6;2
1286;TCM-Survey;interview;1;1;65;2;2;3;1;1;2;1;1;1;2;1;1;1;2;1;2;2;1;21;18;30;45;18;35;69;236;1;0;7;7;0;0;0,87;3;2
1287;TCM-Survey;interview;2;1;57;3;1;12;2;1;1;5;1;1;6;6;5;1;2;1;2;1;5;16;18;24;53;17;23;44;195;1;0;7;7;0;0;1,04;6;2
1288;TCM-Survey;interview;5;1;65;4;1;6;1;1;1;5;1;1;7;7;6;1;1;3;3;1;5;15;14;33;53;23;45;54;237;1;0;7;7;0;0;0,87;1;2
1291;TCM-Survey;interview;2;1;;5;1;-9;1;1;1;5;1;1;3;4;6;1;1;3;-9;1;4;28;12;29;67;31;17;115;299;1;0;7;7;15;15;0,84;5;2
